id	name	chromosome
26117	NULL	6
26118	NULL	6
26119	NULL	6
26120	SSX9P	X
26121	NEPNP	6
26122	NULL	6
26123	NULL	X
26124	SMARCE1P2	6
26125	SSXP9	X
26126	NULL	6
26127	NULL	X
26128	NULL	6
26129	S100A11P9	X
26130	NULL	6
26131	NULL	6
26132	SSX3	X
26133	LINC00222	6
26134	C11orf97	11
26135	LINC02483	4
26136	TRIM49	11
26137	SNX18P24	4
26138	UGT2B27P	4
26139	VDAC1P5	12
26140	NULL	15
26141	RPL36AP41	12
26142	LINC01169	15
26143	NULL	12
26144	ENPP5	6
26145	THSD4	15
26146	NULL	4
26147	NULL	6
26148	GSTA2	6
26149	NULL	X
26150	NULL	X
26151	SSX4	X
26152	TMBIM6	12
26153	NULL	16
26154	NULL	20
26155	NULL	20
26156	RPL12P11	20
26157	PSMD7-DT	16
26158	RNU6-1018P	20
26159	RHAG	6
26160	NULL	20
26161	NULL	20
26162	NULL	20
26163	SLPI	20
26164	NULL	11
26165	LPCAT2	16
26166	POLA2	11
26167	MATN4	20
26168	NULL	X
26169	NULL	X
26170	NULL	X
26171	NULL	X
26172	SLC38A5	X
26173	CROCCP5	1
26174	NULL	1
26175	PIK3CD-AS2	1
26176	NULL	19
26177	NULL	19
26178	FAM71E1	19
26179	MATN1	1
26180	NULL	4
26181	NULL	4
26182	TAS1R2	1
26183	RPL21P44	4
26184	NULL	4
26185	NULL	4
26186	RPSAP46	7
26187	EXOC5P1	4
26188	NULL	1
26189	NULL	4
26190	NULL	7
26191	AADACL3	1
26192	NULL	7
26193	LINC02360	4
26194	NULL	7
26195	MTCO2P8	7
26196	NULL	4
26197	NULL	4
26198	ATP5MF-PTCD1	7
26199	NULL	4
26200	RPL4	15
26201	LRRC37A12P	1
26202	LDHAP1	4
26203	NULL	1
26204	SRIP1	4
26205	EXTL1	1
26206	THAP12P9	4
26207	LINC01096	4
26208	CES1P1	16
26209	NULL	4
26210	NULL	4
26211	NULL	4
26212	LINC02265	4
26213	UGT2B24P	4
26214	TSHZ3-AS1	19
26215	NULL	5
26216	CLC	19
26217	NULL	5
26218	NDUFB4P2	5
26219	ARRDC3-AS1	5
26220	RPS23P3	4
26221	NULL	4
26222	ZSWIM6	5
26223	WBP1LP7	1
26224	AZGP1	7
26225	NULL	19
26226	FIP1L1	4
26227	NULL	16
26228	LINC02027	3
26229	IGSF23	19
26230	SOD1P2	16
26231	CASZ1	1
26232	NULL	16
26233	LINC02126	16
26234	FOXP1-IT1	3
26235	TOPAZ1	3
26236	CTRB2	16
26237	NULL	7
26238	NULL	7
26239	NULL	7
26240	RPS12P31	19
26241	NULL	19
26242	NULL	7
26243	TUBBP6	7
26244	ZNF850	19
26245	PMS2P4	7
26246	NULL	5
26247	LINC02110	5
26248	RPL5P15	5
26249	NULL	7
26250	OR7E121P	3
26251	OR7E7P	7
26252	NULL	19
26253	UBFD1P1	3
26254	PPATP1	3
26255	NULL	7
26256	NULL	3
26257	ITGA2	5
26258	LINC02008	3
26259	SIRT2	19
26260	TERB1	16
26261	FOLH1B	11
26262	PIGT	20
26263	NULL	3
26264	NULL	7
26265	NULL	14
26266	PDZRN3	3
26267	NULL	14
26268	NULL	7
26269	GTF3AP6	7
26270	RIN3	14
26271	MTND4P2	7
26272	FTSJ1	X
26273	NULL	7
26274	NULL	7
26275	NULL	7
26276	CASD1	7
26277	AGMAT	1
26278	NULL	11
26279	NULL	11
26280	RAB38	11
26281	NULL	6
26282	MCHR2	6
26283	NULL	1
26284	FAAP20	1
26285	NULL	6
26286	NULL	16
26287	GAL	11
26288	MAP3K7	6
26289	NULL	16
26290	NULL	16
26291	FA2H	16
26292	NULL	14
26293	IGHV3-11	14
26294	NULL	14
26295	IGHVII-28-1	14
26296	TRAJ46	14
26297	IGHA2	14
26298	NULL	X
26299	EBP	X
26300	NULL	11
26301	NULL	11
26302	NULL	16
26303	NULL	11
26304	NULL	11
26305	NULL	16
26306	NULL	11
26307	WTAPP1	11
26308	PSKH1	16
26309	COX5AP2	14
26310	GNPNAT1	14
26311	MMP7	11
26312	NULL	3
26313	NULL	15
26314	NULL	3
26315	NULL	15
26316	NULL	3
26317	NULL	8
26318	NULL	3
26319	RPL29P30	15
26320	NULL	3
26321	NULL	16
26322	NULL	8
26323	NULL	8
26324	RPL21P41	3
26325	NULL	16
26326	NULL	3
26327	LINC02180	16
26328	CPOX	3
26329	COX5A	15
26330	NULL	7
26331	TRGV11	7
26332	SLC26A7	8
26333	NULL	16
26334	SLC35F2	11
26335	NULL	X
26336	MMP2-AS1	16
26337	Metazoa_SRP	X
26338	FAM3D-AS1	3
26339	Y_RNA	X
26340	NULL	X
26341	KMT2E	7
26342	SMIM20	4
26343	RNU6-800P	X
26344	NULL	16
26345	ASB9	X
26346	FAM107A	3
26347	HAS3	16
26348	COL5A1-AS1	9
26349	NULL	14
26350	NULL	14
26351	NULL	4
26352	NULL	14
26353	NULL	4
26354	NULL	14
26355	RGS3	9
26356	NULL	4
26357	NULL	14
26358	CCDC88C	14
26359	PTPN9	15
26360	DNALI1	1
26361	DPEP2NB	16
26362	LINC02131	16
26363	ASB11	X
26364	CALB2	16
26365	NULL	1
26366	MMP20	11
26367	EDN2	1
26368	SRSF6P2	17
26369	FAM27E5	17
26370	USP32P3	17
26371	GDF7	2
26372	LIMCH1	4
26373	NULL	17
26374	NULL	17
26375	PDE4DIPP10	1
26376	NULL	2
26377	AOC3	17
26378	XDH	2
26379	NULL	11
26380	NULL	11
26381	LINC02756	11
26382	NULL	3
26383	PSMC1P6	3
26384	SCMH1	1
26385	ZNF717	3
26386	NULL	11
26387	NULL	11
26388	RELT	11
26389	COMMD4P2	15
26390	NULL	17
26391	NULL	14
26392	5_8S_rRNA	14
26393	RNU6-458P	14
26394	SMCR8	17
26395	NULL	15
26396	RNU6-1239P	14
26397	NULL	15
26398	RNU1-27P	14
26399	PIGA	X
26400	RN7SL660P	14
26401	RNU7-41P	14
26402	RNU6-8	14
26403	RNU6-273P	14
26404	NULL	14
26405	RNU6-602P	14
26406	NULL	3
26407	MIR548Y	14
26408	CCDC33	15
26409	NULL	3
26410	NULL	14
26411	RNU6-886P	14
26412	RNU6-455P	14
26413	NULL	14
26414	FAM83G	17
26415	RNU6-1277P	14
26416	MIR4307	14
26417	MIR3171	14
26418	RNU6-1261P	14
26419	RNA5SP384	14
26420	NULL	14
26421	RNU6-189P	14
26422	HNRNPA1P69	12
26423	RNU6-1291P	14
26424	RNA5SP385	14
26425	ST3GAL6	3
26426	RNU6-7	14
26427	ARL2BPP2	12
26428	RNU6-301P	14
26429	SNORD58	14
26430	SNORD127	14
26431	MIR6076	14
26432	NULL	12
26433	RN7SL461P	14
26434	NULL	12
26435	RNU6-1204P	14
26436	NULL	6
26437	RNU6-398P	14
26438	NULL	16
26439	Y_RNA	14
26440	RNU6-539P	14
26441	C6orf141	6
26442	MIR4503	14
26443	Metazoa_SRP	14
26444	MIR5580	14
26445	RN7SKP21	14
26446	Metazoa_SRP	14
26447	RNU6ATAC30P	14
26448	SNORA70	14
26449	BIN2	12
26450	Y_RNA	14
26451	MIR4708	14
26452	RN7SL598P	14
26453	DPEP2	16
26454	RN7SKP99	14
26455	MIR5586	14
26456	RNU2-14P	14
26457	RNU6-297P	14
26458	NULL	14
26459	MIR4505	14
26460	RNU6-240P	14
26461	SNORD56B	14
26462	RN7SL586P	14
26463	BDH2P1	6
26464	RN7SL683P	14
26465	RN7SL3	14
26466	RN7SL587P	14
26467	RN7SL356P	14
26468	LCA5	6
26469	NULL	14
26470	RN7SL1	14
26471	Y_RNA	14
26472	RNU1-28P	14
26473	RNU6-552P	14
26474	Metazoa_SRP	14
26475	NT5C3B	17
26476	Y_RNA	14
26477	Y_RNA	14
26478	U2	14
26479	Y_RNA	14
26480	Y_RNA	14
26481	MIR625	14
26482	RNU6-976P	14
26483	RN7SKP17	14
26484	ZBTB45	19
26485	RNU6ATAC28P	14
26486	MIR4709	14
26487	MIR4506	14
26488	RNU6-419P	14
26489	RNU7-30P	14
26490	SNORA11B	14
26491	RN7SKP107	14
26492	Y_RNA	14
26493	RN7SKP255	14
26494	RNU6-835P	14
26495	SCARNA13	14
26496	RN7SL530P	14
26497	RPEP4	22
26498	Y_RNA	14
26499	Y_RNA	14
26500	NULL	22
26501	RNU6-1258P	14
26502	NULL	14
26503	RN7SL523P	14
26504	MIR6764	14
26505	NULL	11
26506	RNU6-1316P	14
26507	NULL	22
26508	RN7SL714P	14
26509	Y_RNA	14
26510	CABP7	22
26511	OR5AH1P	19
26512	RNU6-684P	14
26513	RNU2-33P	14
26514	MIR345	14
26515	RNU1-47P	14
26516	NIFKP6	19
26517	RN7SL2	14
26518	RN7SL472P	14
26519	RNU6-790P	14
26520	MIR203A	14
26521	MIR4309	14
26522	RNU6-91P	14
26523	Y_RNA	14
26524	MIR1247	14
26525	NULL	19
26526	MIR8071-1	14
26527	MIR8071-2	14
26528	MIR203B	14
26529	RN7SL634P	14
26530	NULL	19
26531	MIR151B	14
26532	MIR6765	14
26533	ZMAT5	22
26534	NULL	19
26535	NULL	6
26536	MIR342	14
26537	RN7SL546P	14
26538	NULL	19
26539	RNU6-244P	14
26540	NAPA-AS1	19
26541	RNU7-51P	14
26542	NULL	6
26543	NULL	14
26544	GAPDHP42	6
26545	NULL	14
26546	NULL	6
26547	TRAJ44	14
26548	NULL	19
26549	CARD18	11
26550	TRAJ43	14
26551	CEACAM16-AS1	19
26552	TRAJ42	14
26553	NULL	2
26554	TRAJ41	14
26555	TRAJ40	14
26556	Y_RNA	22
26557	TRAJ39	14
26558	KPTN	19
26559	NULL	22
26560	MTCYBP41	11
26561	TRAJ37	14
26562	UQCR10	22
26563	TRAJ36	14
26564	HNRNPA1P61	2
26565	TRAJ35	14
26566	HSP90AB1	6
26567	TRAJ34	14
26568	TMEM135	11
26569	SUPT7L	2
26570	TRAJ33	14
26571	TRAJ32	14
26572	TRAJ31	14
26573	CASTOR1	22
26574	TRAJ30	14
26575	TRAJ29	14
26576	VEGFD	X
26577	TRAJ28	14
26578	TRAJ27	14
26579	TRAJ26	14
26580	TRAJ25	14
26581	TRAJ24	14
26582	TRAJ23	14
26583	TRAJ22	14
26584	TRAJ21	14
26585	NULL	16
26586	TRAJ20	14
26587	NULL	16
26588	NULL	16
26589	TRAJ19	14
26590	TRAJ18	14
26591	CLCN4	X
26592	TRAJ17	14
26593	SFXN4	10
26594	DPEP3	16
26595	TRAJ16	14
26596	TRAJ14	14
26597	TRAJ13	14
26598	TRAJ12	14
26599	TRAJ11	14
26600	TRAJ10	14
26601	TRAJ9	14
26602	NULL	15
26603	NULL	15
26604	TRAJ8	14
26605	TRAJ7	14
26606	NULL	15
26607	TRAJ6	14
26608	TRAJ5	14
26609	TRAJ4	14
26610	TRAJ3	14
26611	TRAJ2	14
26612	DRAIC	15
26613	TRAJ1	14
26614	TRAC	14
26615	LINC02332	14
26616	NULL	14
26617	DAD1	14
26618	ZNF155	19
26619	BEST3	12
26620	NULL	16
26621	NULL	16
26622	NULL	16
26623	NULL	16
26624	NULL	14
26625	NULL	16
26626	NULL	16
26627	ABHD4	14
26628	C2orf73	2
26629	NULL	22
26630	NULL	5
26631	JMY	5
26632	NULL	7
26633	NULL	7
26634	LINC00174	7
26635	NFAT5	16
26636	NULL	5
26637	RPS27AP9	5
26638	TRIM28	19
26639	SETP21	5
26640	FOXO6-AS1	1
26641	IFFO2	1
26642	NULL	14
26643	NULL	14
26644	POC5	5
26645	OR6E1P	14
26646	NULL	10
26647	NULL	14
26648	LINC02667	10
26649	NULL	14
26650	DUX4L20	10
26651	OR7M1P	10
26652	OXA1L	14
26653	MMP21	10
26654	LRRN3	7
26655	RRAGC	1
26656	TBC1D10A	22
26657	DNAJC5G	2
26658	PCF11	11
26659	NULL	6
26660	NULL	10
26661	PPP2R2D	10
26662	NULL	8
26663	PRELID1P1	6
26664	NULL	8
26665	NULL	6
26666	GNG11	7
26667	IL7	8
26668	RPL3P7	6
26669	CYP2AC1P	6
26670	HMGB3P18	6
26671	NULL	6
26672	KCNQ4	1
26673	NULL	6
26674	LIN28B-AS1	6
26675	DHFRP5	6
26676	SEMA3C	7
26677	NULL	6
26678	NULL	2
26679	NULL	2
26680	NULL	2
26681	FTH1P6	2
26682	MFSD4B	6
26683	NULL	X
26684	KANTR	X
26685	PRKCE	2
26686	NULL	X
26687	ACTG1P10	X
26688	NULL	X
26689	KDM5C	X
26690	MIR124-2HG	8
26691	NULL	6
26692	TNPO1P3	17
26693	SRP14-AS1	15
26694	AK4P1	17
26695	TRDN-AS1	6
26696	NULL	8
26697	DHRS11	17
26698	IARS2P1	8
26699	OTUD6B-AS1	8
26700	CAPS2	12
26701	NULL	15
26702	CASC2	10
26703	RHOV	15
26704	RPA2P3	11
26705	Y_RNA	14
26706	TSPYL4	6
26707	LRP10	14
26708	NULL	8
26709	NULL	3
26710	NULL	15
26711	TRPC6	11
26712	NULL	15
26713	GFRAL	6
26714	NULL	15
26715	NULL	15
26716	RPL13P4	15
26717	HEY1	8
26718	WDR82P1	3
26719	NULL	3
26720	EOGT	3
26721	ALDH1A2	15
26722	COX6A1P2	6
26723	NULL	6
26724	NULL	6
26725	SOCS5P5	6
26726	SPCS2P4	1
26727	GRIK3	1
26728	LRRC1	6
26729	GDNF	5
26730	RARRES2P2	10
26731	REM2	14
26732	NULL	10
26733	NULL	19
26734	NULL	2
26735	NULL	10
26736	G6PC1	17
26737	DUX4L25	10
26738	FAM133EP	2
26739	NULL	10
26740	NULL	2
26741	LINC01163	10
26742	NFKBIB	19
26743	LHCGR	2
26744	CUZD1	10
26745	SF3A1	22
26746	BUD31	7
26747	RPL23AP50	6
26748	LINC01564	6
26749	NULL	6
26750	NULL	6
26751	VAT1	17
26752	RBM23	14
26753	NULL	6
26754	NULL	6
26755	NULL	6
26756	NULL	6
26757	TFAP2B	6
26758	RPS2P25	5
26759	LINC02198	5
26760	NULL	5
26761	RPL17P22	5
26762	LINC02596	1
26763	AGGF1	5
26764	PLA2G2D	1
26765	NULL	19
26766	NULL	19
26767	NULL	1
26768	NLRP8	19
26769	YRDC	1
26770	INSYN2A	10
26771	PTCHD3P3	6
26772	NULL	6
26773	CBX3P9	6
26774	NULL	6
26775	LINC02518	6
26776	NULL	6
26777	NULL	1
26778	PRAMEF33	1
26779	COL19A1	6
26780	TRNP1	1
26781	DUX4L23	10
26782	NULL	10
26783	NULL	10
26784	CLRN3	10
26785	NULL	17
26786	CITED4	1
26787	BTG4	11
26788	NULL	17
26789	TMEM168	7
26790	NULL	19
26791	NULL	19
26792	RPS26P55	19
26793	DNAJC9-AS1	10
26794	FBXO2	1
26795	ZNF283	19
26796	NULL	10
26797	OR6L1P	10
26798	NULL	10
26799	LINC01168	10
26800	SAR1AP2	10
26801	RPL7P36	10
26802	AGGF1P2	10
26803	STARD3	17
26804	WDR11	10
26805	GLRX	5
26806	NULL	11
26807	NULL	2
26808	NULL	2
26809	YAP1	11
26810	RPS24P7	2
26811	LINC01884	2
26812	SELENOI	2
26813	RNF215	22
26814	NULL	3
26815	FCF1P3	3
26816	UNC93B3	3
26817	NULL	3
26818	PKIA-AS1	8
26819	NULL	7
26820	TRGV6	7
26821	NULL	7
26822	RCC2P5	3
26823	CARD8-AS1	19
26824	NULL	8
26825	NULL	7
26826	NLRP5	19
26827	OSBPL9P1	3
26828	ATP5PBP2	7
26829	NULL	8
26830	NULL	3
26831	NULL	8
26832	NULL	3
26833	RPL31P40	8
26834	FOXP1-AS1	3
26835	EMSLR	7
26836	SCARA5	8
26837	NULL	7
26838	NULL	1
26839	NULL	1
26840	RIOX2	3
26841	HNRNPFP1	1
26842	NULL	5
26843	NULL	1
26844	TES	7
26845	NULL	5
26846	SLC25A34	1
26847	NULL	5
26848	NULL	5
26849	SERINC5	5
26850	NULL	9
26851	VPS13A-AS1	9
26852	SEC14L2	22
26853	CD24P1	1
26854	NULL	9
26855	PRRX2-AS1	9
26856	CEACAM21	19
26857	GUCA2B	1
26858	NULL	9
26859	NULL	9
26860	MAP4K3	2
26861	RORB-AS1	9
26862	NEO1	15
26863	ROR2	9
26864	RCC2	1
26865	NULL	6
26866	NULL	8
26867	RPL7AP34	6
26868	NULL	6
26869	GSTA8P	6
26870	RPL31P28	6
26871	TRAF3IP2-AS1	6
26872	SNX16	8
26873	LINC02857	6
26874	NCOA7	6
26875	NULL	7
26876	CDK6-AS1	7
26877	LRFN3	19
26878	PHKG1P2	7
26879	NULL	7
26880	SGO1P2	7
26881	NULL	7
26882	VGF	7
26883	PVR	19
26884	TRAF2	9
26885	NULL	12
26886	HSPA5P1	1
26887	NULL	7
26888	NULL	7
26889	NULL	5
26890	SNRPBP1	7
26891	NULL	1
26892	NULL	1
26893	C5orf64	5
26894	NULL	1
26895	POT1-AS1	7
26896	SRRM1P2	3
26897	GALNT6	12
26898	NULL	1
26899	NULL	1
26900	SNRPCP10	3
26901	MRTO4	1
26902	NULL	3
26903	NULL	8
26904	RPS3AP15	3
26905	LINC00973	3
26906	CSP2	3
26907	CALB1	8
26908	NDUFA5P5	3
26909	NULL	3
26910	RARRES2P1	3
26911	NULL	3
26912	NULL	3
26913	ADAMTS9-AS1	3
26914	F2R	5
26915	MIR6895	X
26916	MIR6894	X
26917	KDM5C-IT1	X
26918	EHBP1L1	11
26919	RPSAP62	X
26920	IRX3	16
26921	Y_RNA	X
26922	NULL	X
26923	MPV17L2P1	X
26924	MIR6857	X
26925	RIBC1	X
26926	CAP1P1	3
26927	NULL	3
26928	RPL21P67	6
26929	GCNT4	5
26930	GNL3	3
26931	ZNF114-AS1	19
26932	NULL	5
26933	NULL	19
26934	NULL	6
26935	NULL	19
26936	CEACAMP3	19
26937	NULL	16
26938	NULL	19
26939	MTRES1	6
26940	PRDX3	10
26941	NIPBL	5
26942	ALDH1B1	9
26943	NULL	1
26944	ZNF404	19
26945	PSMB2	1
26946	NULL	16
26947	DNAJC19P2	19
26948	ZNF114	19
26949	NULL	16
26950	GKAP1	9
26951	NULL	7
26952	NOB1	16
26953	NULL	7
26954	NULL	6
26955	NULL	X
26956	ZNF716	7
26957	TIPINP1	X
26958	NULL	6
26959	VTRNA3-1P	X
26960	NULL	6
26961	EEDP1	X
26962	NULL	6
26963	U7	X
26964	NULL	6
26965	RPS17P17	X
26966	LINC01392	7
26967	SOX3	X
26968	MYMX	6
26969	DUSP9	X
26970	EPDR1	7
26971	ZNF259P1	6
26972	PRSS35	6
26973	KRASP1	6
26974	TREML3P	6
26975	NULL	19
26976	CLVS2	6
26977	RPL18AP16	X
26978	RN7SL687P	X
26979	ZNF230-DT	19
26980	NULL	1
26981	PNCK	X
26982	NULL	19
26983	CEACAM4	19
26984	NULL	11
26985	IMPA1	8
26986	FGF4	11
26987	PNPLA8	7
26988	NULL	6
26989	NULL	9
26990	C9orf116	9
26991	NULL	6
26992	NULL	6
26993	BECN1P2	6
26994	NULL	6
26995	FAM86DP	3
26996	NULL	6
26997	LINC01012	6
26998	UBTFL2	11
26999	NULL	19
27000	NULL	11
27001	DNAJC19P3	19
27002	RAB4B-EGLN2	19
27003	EXOSC1	10
27004	KDM2A	11
27005	NFKBIE	6
27006	BTG1	12
27007	SNX6P1	19
27008	ERVK9-11	19
27009	NULL	19
27010	NULL	22
27011	NULL	19
27012	NULL	19
27013	NFYC	1
27014	URI1	19
27015	LINC01507	9
27016	GOLGA1	9
27017	NULL	22
27018	RNU6-564P	22
27019	RPL18P13	16
27020	NULL	22
27021	MTFP1	22
27022	PMFBP1	16
27023	TRDN	6
27024	LINC02464	12
27025	NULL	12
27026	NULL	12
27027	NULL	12
27028	NULL	12
27029	NULL	12
27030	NULL	3
27031	AGGF1P3	3
27032	MTRNR2L12	3
27033	PSMD12P1	3
27034	CPSF6	12
27035	NULL	3
27036	EPHA3	3
27037	NULL	22
27038	NULL	22
27039	SEC14L3	22
27040	DYRK1B	19
27041	NULL	17
27042	NULL	6
27043	NULL	17
27044	NULL	17
27045	KRT16P3	17
27046	SMAP1	6
27047	IGFBPL1	9
27048	FNBP1	9
27049	NULL	2
27050	AFAP1L2	10
27051	MEOX1	17
27052	CGREF1	2
27053	RPL41P5	12
27054	NULL	12
27055	NULL	12
27056	MRS2P2	12
27057	NULL	12
27058	NULL	12
27059	NULL	12
27060	LINC02410	12
27061	NULL	12
27062	HIGD1AP1	12
27063	PRMT5-AS1	14
27064	NULL	12
27065	KRT3	12
27066	NULL	17
27067	IMPG2	3
27068	DHX8	17
27069	NULL	16
27070	PRMT5	14
27071	NULL	7
27072	NULL	7
27073	NULL	12
27074	NULL	12
27075	HIGD1AP9	12
27076	PLCG2	16
27077	PON2	7
27078	KRT84	12
27079	NULL	6
27080	RPL5P19	6
27081	RPS4XP9	6
27082	NULL	12
27083	NULL	12
27084	ELOVL4	6
27085	NULL	22
27086	NULL	12
27087	OST4	2
27088	SDC4P	22
27089	NULL	8
27090	ATF1	12
27091	SEC14L4	22
27092	NECAB1	8
27093	NULL	3
27094	TMEM30CP	3
27095	EEF1A1P36	6
27096	VGLL2	6
27097	LINC02118	5
27098	LINC02106	5
27099	NULL	3
27100	FOSL2	2
27101	CKMT2	5
27102	NULL	3
27103	NULL	3
27104	NULL	3
27105	TMF1	3
27106	ZNF576	19
27107	HMG20A	15
27108	NULL	10
27109	NULL	2
27110	EDRF1-AS1	10
27111	LINC01318	2
27112	LINC01376	2
27113	GCLC	6
27114	SYT1	12
27115	NULL	8
27116	NULL	8
27117	REXO1L8P	8
27118	LINC00211	2
27119	FABP9	8
27120	ANXA7	10
27121	MTND6P25	11
27122	NULL	19
27123	ZNF45-AS1	19
27124	FAM86B1	8
27125	CWF19L2	11
27126	NULL	9
27127	NULL	19
27128	NULL	9
27129	ZNF230	19
27130	HSPE1P28	9
27131	NULL	9
27132	KHK	2
27133	CAMSAP1	9
27134	CEACAM7	19
27135	SEC14L6	22
27136	BCAP31	X
27137	RPL29P33	19
27138	RPL9P25	15
27139	NKG7	19
27140	ATP5MFP6	15
27141	NULL	15
27142	NULL	15
27143	SIRPAP1	22
27144	NULL	15
27145	GAL3ST1	22
27146	LINC02056	5
27147	SRRM5	19
27148	NULL	5
27149	NULL	5
27150	ZNF222-DT	19
27151	GDNF-AS1	5
27152	NULL	7
27153	ZNF45	19
27154	NULL	7
27155	NULL	3
27156	NULL	7
27157	MTND1P16	3
27158	NULL	17
27159	MRPS17P3	3
27160	NULL	17
27161	NULL	17
27162	NULL	7
27163	MRPS36	5
27164	ODF3L1	15
27165	EIF3IP1	7
27166	HSPE1P19	3
27167	PDLIM1P2	17
27168	NULL	3
27169	NULL	17
27170	LINC02018	3
27171	HAP1	17
27172	NULL	10
27173	NANOS1	10
27174	NULL	19
27175	H3P17	5
27176	EEF1A1P19	5
27177	SCGB1B2P	19
27178	NULL	10
27179	NULL	5
27180	NULL	5
27181	FANK1	10
27182	ZNF428	19
27183	UBL7	15
27184	OSMR	5
27185	NULL	19
27186	HNRNPKP4	3
27187	MTATP6P22	3
27188	GABRR3	3
27189	AGBL5-IT1	2
27190	RPSAP26	2
27191	NULL	2
27192	EMILIN1	2
27193	HNRNPA1P4	8
27194	NULL	8
27195	NULL	3
27196	ABCD1	X
27197	CEACAM19	19
27198	RBM5	3
27199	NULL	17
27200	NULL	12
27201	NULL	17
27202	NULL	9
27203	LINC02550	11
27204	OR7E1P	11
27205	ALG1L8P	11
27206	LRRIQ1	12
27207	SGCE	7
27208	NULL	9
27209	MED1	17
27210	AQP3	9
27211	NULL	10
27212	LINC00601	10
27213	DUX4L15	10
27214	NULL	11
27215	NULL	8
27216	ACADSB	10
27217	NULL	11
27218	NULL	11
27219	FTH1P11	8
27220	NULL	X
27221	NULL	8
27222	NULL	8
27223	NULL	8
27224	NULL	6
27225	NULL	11
27226	NULL	8
27227	PLXNB3	X
27228	BRD7P3	6
27229	CHMP2A	19
27230	FXYD2	11
27231	LHFPL5	6
27232	PAICSP2	9
27233	NULL	9
27234	NULL	2
27235	SLC2A13P1	8
27236	ZFYVE9P2	2
27237	NULL	8
27238	NULL	2
27239	COL5A1	9
27240	REXO1L1P	8
27241	GYG1P1	8
27242	NULL	6
27243	NULL	8
27244	NULL	6
27245	ACTBP6	8
27246	NULL	6
27247	SLC25A5P7	6
27248	RPS3AP32	8
27249	CAD	2
27250	GEM	8
27251	CBX3P5	12
27252	VAT1L	16
27253	NULL	12
27254	REV3L	6
27255	NULL	10
27256	NULL	5
27257	SHLD3	5
27258	NULL	5
27259	PTPRR	12
27260	NULL	5
27261	DCAF13P2	5
27262	ATG10	5
27263	ALDOAP2	10
27264	DUX4L29	10
27265	RBM20	10
27266	LRRC69	8
27267	ACD	16
27268	PES1	22
27269	ZNF222	19
27270	ZBTB10	8
27271	CEACAM5	19
27272	XPNPEP1	10
27273	SRPK3	X
27274	NULL	11
27275	NULL	17
27276	IGFBP4	17
27277	DDX10	11
27278	MFSD4BP1	5
27279	NULL	8
27280	MMP16	8
27281	RASGRF2	5
27282	CCL8	17
27283	MAF	16
27284	RHPN2	19
27285	NULL	17
27286	NULL	16
27287	KRT13	17
27288	TANGO6	16
27289	CASP9	1
27290	C8orf88	8
27291	TPM3P3	8
27292	TRMT112P7	8
27293	NULL	8
27294	NULL	8
27295	PSKH2	8
27296	NULL	16
27297	NULL	16
27298	NULL	16
27299	KLF8P1	16
27300	NPIPB15	16
27301	RPS18P6	3
27302	NULL	3
27303	NULL	8
27304	CLUHP10	3
27305	EGLN2	19
27306	PRDM14	8
27307	NULL	16
27308	NULL	16
27309	NULL	16
27310	NULL	16
27311	NULL	16
27312	TUBBP11	3
27313	NULL	3
27314	NULL	16
27315	HNRNPA1P5	15
27316	LINC02070	3
27317	OR5K4	3
27318	LINC02077	3
27319	CNTNAP4	16
27320	ANP32A	15
27321	TBC1D23	3
27322	OTUD6B	8
27323	NULL	17
27324	TBC1D3H	17
27325	IDH3G	X
27326	CADM4	19
27327	NULL	17
27328	NULL	1
27329	BTF3P14	17
27330	DDI2	1
27331	NULL	8
27332	RPL9P30	17
27333	FABP5	8
27334	NULL	17
27335	LRRC37A4P	17
27336	NULL	19
27337	NULL	19
27338	NULL	19
27339	NULL	19
27340	NULL	19
27341	NULL	19
27342	NULL	19
27343	NULL	19
27344	NULL	19
27345	LINC01531	19
27346	NULL	2
27347	NULL	2
27348	RPL11P1	2
27349	NULL	2
27350	NULL	1
27351	KCNG3	2
27352	NULL	1
27353	DSTNP3	8
27354	NULL	17
27355	UQCRH	1
27356	NULL	11
27357	NULL	8
27358	NULL	17
27359	NULL	11
27360	REXO1L6P	8
27361	ITM2BP1	17
27362	NULL	8
27363	TRIM64B	11
27364	NULL	2
27365	NULL	17
27366	NULL	8
27367	NULL	2
27368	GUSBP8	5
27369	DUSP3	17
27370	NULL	8
27371	RPL31P30	2
27372	NULL	5
27373	NULL	15
27374	LY96	8
27375	RMDN2-AS1	2
27376	VCAN-AS1	5
27377	CYP1A2	15
27378	SAP18P1	5
27379	NULL	5
27380	RPS17P15	11
27381	NULL	5
27382	SLN	11
27383	LINC01554	5
27384	RPLP1P5	2
27385	SIPA1L3	19
27386	STRN	2
27387	MIR3659HG	1
27388	NULL	11
27389	NULL	1
27390	MSANTD4	11
27391	RPS29P6	1
27392	NULL	17
27393	RPL23AP17	1
27394	TMIGD1	17
27395	SGTB	5
27396	NULL	1
27397	SELENOWP1	1
27398	NULL	14
27399	NULL	14
27400	MIR4707	14
27401	SLC27A2	15
27402	AGO1	1
27403	NULL	20
27404	AJUBA	14
27405	WFDC2	20
27406	NULL	22
27407	TCN2	22
27408	NULL	11
27409	LINC01111	8
27410	NULL	11
27411	NULL	11
27412	NULL	8
27413	NULL	8
27414	NULL	8
27415	ARHGAP42-AS1	11
